ID,Description,Source,Name,Form_ID,Comment,Doubt,Etymon_ID,Is_Main_Entry
24748_1,,,"PPH *abag 'join forces, cooperate in working'",19083-91cea88719978b9f982b272485b5d979-1,,,24748,true
24749_1,,,PPH *abaká 'Manila hemp: Musa textilis',19083-a1d2ffdcaacb3d457ca24999b4b3a09a-1,,,24749,true
24750_1,,,PPH *abal abal 'beetle sp.',19083-78ae6940ab8b6549b56829546c6ebebd-1,,,24750,true
24751_1,,,PWMP *abat₁ 'give a supporting hand',19094-6dd57787648daaad41791d5724524e6e-1,,,24751,true
24752_1,,,PPH *abat₂ 'spirit that causes sickness',19083-6e2feed6750e8a3267dcfa22f94b075f-1,,,24752,true
24753_1,,,PCEMP *abat₃ 'wound; to wound',19074-f5239349bc26ab10e121ece6386f5899-1,,,24753,true
24754_1,,,"PMP *abaw 'high, lofty'",19081-6c24c966ed062674b916905892fdc6f5-1,,,24754,true
24755_1,,,PPH *abay 'side-by-side',19083-35e4625dde2106c935c631a3f1cc1edd-1,,,24755,true
24756_1,,,PPH *aba₂ 'carry pick-a-back',19083-78fab6cdd180e7dd6bd5cf01640d17ec-1,,,24756,true
24757_1,,,PAN *aba₁ 'father',19072-0de959beaa82daa7df6ef2286d071a6d-1,,,24757,true
24758_1,,,"PMP *abaŋ₁ 'ambush, block the way; obstacle, hindrance'",19081-16e0b22e32c851f6f2c09226f1c2107a-1,,,24758,true
24758_2,,,"PWMP *maŋ-abaŋ 'to block the way, ambush someone'",19094-d95f1537bc456cca0b762d5786fbe659-1,,,24758,false
24759_1,,,PWMP *abaŋ₂ 'ditch',19094-94e4181f2f9f96c2d63e9ef2166b7182-1,,,24759,true
24759_2,,,"PWMP *ŋ-abaŋ 'make a gutter, ditch, or channel'",19094-cfc404313b9f5b847fdb47fa95eec414-1,,,24759,false
24760_1,,,PWMP *abaŋ₃ 'rent',19094-b6f3b4b5b8b20e28fb9763001bb4b079-1,,,24760,true
24761_1,,,PPH *abijay 'sling over the shoulder',19083-392469f42a98a4261853936759cb9d00-1,,,24761,true
24762_1,,,PPH *abij 'copulate',19083-ddc353d484c55e624c770189585b736b-1,,,24762,true
24763_1,,,PWMP *abit₁ 'climb',19094-28b3da6a4cad283dd294dd51d476084c-1,,,24763,true
24764_1,,,PWMP *abu abu 'fish sp.',19094-6d7739c64274aaa8921668565de04b42-1,,,24764,true
24765_1,,,PWMP *abuat 'long (of objects)',19094-ff6bab7678824315606cc8e098f12cd9-1,,,24765,true
24766_1,,,PMP *abuqaŋ 'beetle',19081-3c9447e3247bb6d9aa3d88ae807ecd18-1,,,24766,true
24767_1,,,PWMP *abuR 'dust',19094-63712a25d63eb8793112cc6dc2641526-1,,,24767,true
24768_1,,,PMP *abus 'ash',19081-2852f697a9f8581725c6fc6a5472a2e5-1,,,24768,true
24769_1,,,"PMP *abut₁ 'pull up, root up'",19081-fe8df29ca9a1ef7964f00acdb12e47da-1,,,24769,true
24770_1,,,"PWMP *abá 'exclamation: ah!, oh!, alas!'",19094-d6a198e97c8e69ec5bc81b4926ada8cf-1,,,24770,true
24771_1,,,PAN *aCab 'a cover',19072-6efa66828078b78bbbc817f4f606a6c7-1,,,24771,true
24772_1,,,"PAN *aCas 'high, tall'",19072-f8db1ba24e0fdca4a431ca66ddd45f6e-1,,,24772,true
24772_2,,,"PAN *i aCas 'above, on top'",19072-6a6105d4cf24979b39284bf29b10a9ba-1,,,24772,false
24772_3,,,"PWMP *ma-atas 'tall, high'",19094-d229e80a8a1eb985cca80dbb326a0604-1,,,24772,false
24772_4,,,PWMP *maŋ-atas 'lift or raise up',19094-4344d684b57a239e97aff151b29dc542-1,,,24772,false
24772_5,,,POC *atas-ña 'its top',19082-cbf07ac7c3897b2ce32bd63687544300-1,,,24772,false
24773_1,,,PAN *aCay 'death',19072-2e8d6dbf9112a879d4ceb15403d10a78-1,,,24773,true
24773_2,,,PAN *ka-aCay 'kill',19072-534735884d341071762ede7af01c53e8-1,,,24773,false
24773_3,,,PAN *ka-aCay-an 'lose someone through death',19072-ddcd916db54d4ce355da798e2176330b-1,,,24773,false
24773_4,,,PAN *ma-aCay 'die; dead; eclipse of sun or moon',19072-7d0358f0ad67f3609e11dedb0bb499f4-1,,,24773,false
24773_5,,,POC *mate-a 'kill',19082-534735884d341071762ede7af01c53e8-1,,,24773,false
24773_6,,,PMP *m-atay-an 'lose someone through death',19081-ddcd916db54d4ce355da798e2176330b-1,,,24773,false
24773_7,,,POC *mate-an 'death',19082-2e8d6dbf9112a879d4ceb15403d10a78-1,,,24773,false
24773_8,,,POC *mate-qaŋa 'death',19082-2e8d6dbf9112a879d4ceb15403d10a78-2,,,24773,false
24773_9,,,POC *mate-na 'dead',19082-f58e6a506c76fc2c90a7d29cbc631c2f-1,,,24773,false
24773_10,,,PMP *pa(ka)-m-atay 'kill; commit suicide (?)',19081-dec32b8e0ba27fc8f8b0e42c0e2c519b-1,,,24773,false
24773_11,,,POC *paka-mate-ia 'kill',19082-534735884d341071762ede7af01c53e8-2,,,24773,false
24773_12,,,PWMP *paŋ-m-atay 'means of killing (?)',19094-d6c89ab4859be768b4c9cdf57c528a23-1,,,24773,false
24773_13,,,PWMP *ka-m-atay '(gloss uncertain)',19094-3d5c547190af20d9b421912e7082731b-1,,,24773,false
24773_14,,,PWMP *ka-m-atay-an 'be affected by a death',19094-4a069fe9579baaa50376c9328a0d235c-1,,,24773,false
24773_15,,,PWMP *m-atay anak 'spirit dangerous to children',19094-95b1f8095c1dad3fc1345bdcaf3b5f28-1,,,24773,false
24773_16,,,PWMP *m-atay uRat 'paralyzed',19094-c982717e53ebc5802607247af070d870-1,,,24773,false
24773_17,,,PWMP *na-atay 'dead',19094-f58e6a506c76fc2c90a7d29cbc631c2f-1,,,24773,false
24773_18,,,PAN *pa-aCay 'kill',19072-534735884d341071762ede7af01c53e8-2,,,24773,false
24773_19,,,PWMP *ka-p-atay '(gloss uncertain)',19094-3d5c547190af20d9b421912e7082731b-2,,,24773,false
24773_20,,,PWMP *ka-p-atay-an 'end or death of something (?)',19094-93b8a0b81b77ebc4a9139f3b22f0d3d4-1,,,24773,false
24773_21,,,PWMP *ka-p-atay-en 'death',19094-2e8d6dbf9112a879d4ceb15403d10a78-1,,,24773,false
24773_22,,,PWMP *p<in>atay 'was killed',19094-afc0eefb18c1b0b42811d7c2856359ce-1,,,24773,false
24773_23,,,PAN *p-aCay-en 'be killed',19072-180225135d790d0d6dd00591f4b56f91-1,,,24773,false
24773_24,,,PAN *pa-p-aCay 'kill',19072-534735884d341071762ede7af01c53e8-3,,,24773,false
24773_25,,,PWMP *pa-p-atay-an 'kill',19094-534735884d341071762ede7af01c53e8-1,,,24773,false
24773_26,,,PMP *in-atay 'dead',19081-f58e6a506c76fc2c90a7d29cbc631c2f-1,,,24773,false
24773_27,,,PAN *m<in>aCay 'burial ground (?)',19072-dd23f9b0712dad2a6adf2648bc9b5625-1,,,24773,false
24773_28,,,"POC *m<in>ate 'one who has died, dead person'",19082-470bc44bcd41f1dced0b9117262d37f8-1,,,24773,false
24773_29,,,PMP *ma-m-atay 'as if dead (?)',19081-369e67ae04f33eb33bfc159f287e8311-1,,,24773,false
24773_30,,,POC *ma-mate '(gloss uncertain)',19082-3d5c547190af20d9b421912e7082731b-1,,,24773,false
24773_31,,,PMP *m-atay m-atay 'die in throngs; be on the verge of death',19081-e87681f528b4c5fa0fa576a4841bdf39-1,,,24773,false
24774_1,,,"PWMP *acaŋ 'dove, pigeon'",19094-18a6ddd9aaf77da16e99af93d12b9399-1,,,24774,true
24775_1,,,PWMP *adaduq 'long (of objects)',19094-ff6bab7678824315606cc8e098f12cd9-2,,,24775,true
24776_1,,,PMP *adamay 'a plant: Pipturus argenteus',19081-9f0d4e924a0cc54b07caf83b78d14164-1,,,24776,true
24777_1,,,PAN *naRa 'to wait',19072-a119f2cd553327376d24b82e01fae355-1,,,24777,true
24778_1,,,"PMP *aduq 'exclamation of pain, distress, etc.'",19081-c35bb1dab8533df315180a2e677f9bf3-1,,,24778,true
24778_2,,,"PWMP *maŋ-aduq 'to exclaim in pain, distress, etc.'",19094-9c223720761a574126343aa746892836-1,,,24778,false
24779_1,,,"PWMP *adu 'compete, confront in a contest'",19094-966e94817e836525159a87f06de00180-1,,,24779,true
24779_2,,,"PWMP *maŋ-adu 'compete, confront in a contest'",19094-966e94817e836525159a87f06de00180-2,,,24779,false
24780_1,,,"PWMP *agam 'consider, think'",19094-3b8bede9c93abef5f9a57e0bf5c329ce-1,,,24780,true
24781_1,,,"PWMP *agem₁ 'hold, grip'",19094-cd5bf385225299ec8c774c8c9a74035d-2,,,24781,true
24782_1,,,"PWMP *agem₂ 'use, get use from'",19094-5b47acee3b884504459b05aff0b7ccf8-1,,,24782,true
24783_1,,,"PMP *agu 'and, also'",19081-9f52a506c8077c07f28bca8c3fc35df4-1,,,24783,true
24784_1,,,"POC *qait 'copulate; copulation, sexual intercourse'",19082-0f385c0478645f969beb06c5bbafa1f4-1,,,24784,true
24785_1,,,"POC *ai₁ 'anaphoric or relative particle: there, previously mentioned place'",19082-a9190b80817e84daeaff39319b85d4f1-1,,,24785,true
24786_1,,,"PAN *ai₂ 'interjection, exclamation of surprise, incredulity, etc.'",19072-20207f0893b7026191d111350784fdd4-1,,,24786,true
24787_1,,,PMP *ajan 'name',19081-b068931cc450442b63f5b3d276ea4297-1,,,24787,true
